"nume","stele","tip_camera","suprafata_camera","numar_persoane","pret","moneda","mic_dejun_inclus","rambursabil","distanta","oras","data_checkin","data_checkout","zile_sejur","data_colectare"
"Hotel Parliament",4,"
Suită Junior
","44 m²",2,1015,"RON",TRUE,FALSE,"la 1,6 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Parliament",4,"
Suită junior cu terasă 
","30 m²",2,1058,"RON",TRUE,FALSE,"la 1,6 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Living Aparthotel",3,"
Cameră standard 
","25 m²",2,420,"RON",FALSE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Living Aparthotel",3,"
Cameră superioară
","27 m²",2,460,"RON",FALSE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Living Aparthotel",3,"
Cameră deluxe
","32 m²",2,500,"RON",FALSE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Living Aparthotel",3,"
Cameră Executive
","30 m²",2,547,"RON",FALSE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Living Aparthotel",3,"
Suită Junior
","41 m²",2,560,"RON",FALSE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră clasică cu 1 pat king-size și vedere la oraș
","24 m²",2,1112,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră clasică cu 1 pat king-size și vedere la oraș
","24 m²",2,1423,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră twin clasică, cu 2 paturi de o persoană şi vedere la oraş 
","24 m²",2,1112,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră twin clasică, cu 2 paturi de o persoană şi vedere la oraş 
","24 m²",2,1423,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră Premium cu 1 pat king-size şi vedere la oraș 
","24 m²",2,1319,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră Premium cu 1 pat king-size şi vedere la oraș 
","24 m²",2,1631,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră twin Premium cu 2 paturi de o persoană și vedere la oraș 
","24 m²",2,1319,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră twin Premium cu 2 paturi de o persoană și vedere la oraș 
","24 m²",2,1631,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră Executive cu 1 pat king-size și vedere la orizontul orașului - etaj Executive 
","24 m²",2,1943,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră Executive cu 1 pat king-size și vedere la orizontul orașului - etaj Executive 
","24 m²",2,2254,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră twin Executive cu vedere la orizontul oraşului
","24 m²",2,1943,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Sheraton Bucharest Hotel",5,"
Cameră twin Executive cu vedere la orizontul oraşului
","24 m²",2,2254,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Sheraton Bucharest Hotel",5,"
Suită Junior Deluxe cu 1 dormitor şi 1 pat king-size - nivelul Executive
","38 m²",2,2254,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Sheraton Bucharest Hotel",5,"
Suită Junior Deluxe cu 1 dormitor şi 1 pat king-size - nivelul Executive
","38 m²",2,2566,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Sheraton Bucharest Hotel",5,"
Suită executive cu 1 dormitor - etajul executive
","42 m²",2,2878,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Sheraton Bucharest Hotel",5,"
Suită executive cu 1 dormitor - etajul executive
","42 m²",2,3189,"RON",TRUE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"HappyRooms Piata Romana",3,"
Cameră twin cu baie privată
","19 m²",2,393,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"HappyRooms Piata Romana",3,"
Cameră twin cu baie privată
","16 m²",2,468,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"HappyRooms Piata Romana",3,"
Cameră twin cu baie privată
","18 m²",2,561,"RON",FALSE,TRUE,"la 1,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hello Hotels Gara de Nord",2,"
Cameră dublă standard
","15 m²",2,411,"RON",FALSE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hello Hotels Gara de Nord",2,"
Cameră dublă standard
","15 m²",2,449,"RON",FALSE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hello Hotels Gara de Nord",2,"
Cameră dublă standard
","15 m²",2,468,"RON",TRUE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hello Hotels Gara de Nord",2,"
Cameră dublă standard
","15 m²",2,505,"RON",TRUE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hello Hotels Gara de Nord",2,"
Cameră twin standard
","15 m²",2,411,"RON",FALSE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hello Hotels Gara de Nord",2,"
Cameră twin standard
","15 m²",2,449,"RON",FALSE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hello Hotels Gara de Nord",2,"
Cameră twin standard
","15 m²",2,505,"RON",TRUE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hello Hotels Gara de Nord",2,"
Cameră dublă Confort
","25 m²",2,458,"RON",FALSE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hello Hotels Gara de Nord",2,"
Cameră dublă Confort
","25 m²",2,496,"RON",FALSE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hello Hotels Gara de Nord",2,"
Cameră dublă Confort
","25 m²",2,514,"RON",TRUE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hello Hotels Gara de Nord",2,"
Cameră dublă Confort
","25 m²",2,552,"RON",TRUE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Andy INN HOTEL-GARA DE NORD",3,"
Cameră twin standard
","20 m²",2,400,"RON",FALSE,TRUE,"la 2,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Andy INN HOTEL-GARA DE NORD",3,"
Cameră dublă standard
","20 m²",2,440,"RON",FALSE,TRUE,"la 2,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Andy INN HOTEL-GARA DE NORD",3,"
Cameră dublă superioară
","24 m²",2,500,"RON",FALSE,TRUE,"la 2,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Andy INN HOTEL-GARA DE NORD",3,"
Cameră twin superioară
","24 m²",2,500,"RON",FALSE,TRUE,"la 2,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Villa Edera Residence - Gazda Profesionista",3,"
Apartament cu 1 dormitor (2 adulţi)
","50 m²",2,360,"RON",FALSE,TRUE,"la 4,3 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Cismigiu",4,"
Suită superioară 
","40 m²",2,1119,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Cismigiu",4,"
Suită Executive
","50 m²",2,1314,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Cismigiu",4,"
Suită Deluxe
","54 m²",2,1444,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Le Blanc ApartHotel",4,"
Suită Junior King 
","40 m²",2,791,"RON",FALSE,FALSE,"la 3,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Le Blanc ApartHotel",4,"
Suită Junior King 
","40 m²",2,1583,"RON",FALSE,TRUE,"la 3,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Le Blanc ApartHotel",4,"
Apartament King cu balcon
","50 m²",2,791,"RON",FALSE,FALSE,"la 3,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Le Blanc ApartHotel",4,"
Apartament King cu balcon
","50 m²",2,1108,"RON",FALSE,TRUE,"la 3,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Le Blanc ApartHotel",4,"
Apartament King
","50 m²",2,815,"RON",FALSE,FALSE,"la 3,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Le Blanc ApartHotel",4,"
Apartament King
","50 m²",2,1140,"RON",FALSE,TRUE,"la 3,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Le Blanc ApartHotel",4,"
Suită Junior King cu balcon
","40 m²",2,815,"RON",FALSE,FALSE,"la 3,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Le Blanc ApartHotel",4,"
Suită Junior King cu balcon
","40 m²",2,1140,"RON",FALSE,TRUE,"la 3,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Le Blanc ApartHotel",4,"
Apartament Economy - la parter
","50 m²",2,1140,"RON",FALSE,TRUE,"la 3,5 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Sir Orhideea",2,"
Cameră dublă standard
","16 m²",2,367,"RON",FALSE,TRUE,"la 3,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Sir Orhideea",2,"
Cameră twin standard
","16 m²",2,367,"RON",FALSE,TRUE,"la 3,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Basarab",2,"
Cameră dublă sau twin
","15 m²",2,340,"RON",FALSE,TRUE,"la 2,9 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Euro Hotel Grivita
",3,"
Cameră twin
","25 m²",2,490,"RON",FALSE,TRUE,"la 2,3 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Euro Hotel Grivita
",3,"
Cameră twin
","25 m²",2,610,"RON",TRUE,TRUE,"la 2,3 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Euro Hotel Grivita
",3,"
Suită Junior
","34 m²",2,530,"RON",FALSE,TRUE,"la 2,3 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Euro Hotel Grivita
",3,"
Suită Junior
","34 m²",2,650,"RON",TRUE,TRUE,"la 2,3 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Euro Hotel Grivita
",3,"
Suită
","34 m²",2,570,"RON",FALSE,TRUE,"la 2,3 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Euro Hotel Grivita
",3,"
Suită
","34 m²",2,690,"RON",TRUE,TRUE,"la 2,3 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Moxy Bucharest Old Town
",3,"
Cameră Standard Moxy cu 1 pat queen-size
","18 m²",2,623,"RON",FALSE,FALSE,"la 150 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Moxy Bucharest Old Town
",3,"
Cameră Standard Moxy cu 1 pat queen-size
","18 m²",2,693,"RON",FALSE,TRUE,"la 150 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Moxy Bucharest Old Town
",3,"
Cameră Standard Moxy cu 1 pat queen-size
","18 m²",2,722,"RON",TRUE,FALSE,"la 150 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Moxy Bucharest Old Town
",3,"
Cameră Standard Moxy cu 1 pat queen-size
","18 m²",2,831,"RON",TRUE,TRUE,"la 150 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Moxy Bucharest Old Town
",3,"
Cameră superioară Moxy cu 1 pat queen-size și vedere la stradă
","21 m²",2,712,"RON",FALSE,FALSE,"la 150 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Moxy Bucharest Old Town
",3,"
Cameră superioară Moxy cu 1 pat queen-size și vedere la stradă
","21 m²",2,791,"RON",FALSE,TRUE,"la 150 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Moxy Bucharest Old Town
",3,"
Cameră superioară Moxy cu 1 pat queen-size și vedere la stradă
","21 m²",2,811,"RON",TRUE,FALSE,"la 150 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Moxy Bucharest Old Town
",3,"
Cameră superioară Moxy cu 1 pat queen-size și vedere la stradă
","21 m²",2,930,"RON",TRUE,TRUE,"la 150 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Villa Boutique Lafayette
",4,"
Cameră dublă superioară
","26 m²",2,644,"RON",FALSE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Villa Boutique Lafayette
",4,"
Cameră Dublă Deluxe
","30 m²",2,691,"RON",FALSE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Villa Boutique Lafayette
",4,"
Suită Junior
","45 m²",2,783,"RON",FALSE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Villa Boutique Lafayette
",4,"
Suită cu cadă cu hidromasaj în aer liber
","160 m²",2,1197,"RON",FALSE,TRUE,"la 1,4 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Cameră dublă superioară
","24 m²",2,829,"RON",FALSE,FALSE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Cameră dublă superioară
","24 m²",2,967,"RON",TRUE,FALSE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Cameră dublă superioară
","24 m²",2,1062,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Cameră dublă superioară
","24 m²",2,1239,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Cameră twin superioară
","24 m²",2,829,"RON",FALSE,FALSE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Cameră twin superioară
","24 m²",2,967,"RON",TRUE,FALSE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Cameră twin superioară
","24 m²",2,1062,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Cameră twin superioară
","24 m²",2,1239,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Cameră Queen Executive cu canapea
","24 m²",2,1020,"RON",FALSE,FALSE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Cameră Queen Executive cu canapea
","24 m²",2,1158,"RON",TRUE,FALSE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Cameră Queen Executive cu canapea
","24 m²",2,1308,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Cameră Queen Executive cu canapea
","24 m²",2,1485,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Suită Junior cu o canapea
","48 m²",2,1289,"RON",FALSE,FALSE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Suită Junior cu o canapea
","48 m²",2,1427,"RON",TRUE,FALSE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Suită Junior cu o canapea
","48 m²",2,1652,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Suită Junior cu o canapea
","48 m²",2,1829,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Suită Novation cu o canapea
","50 m²",2,1404,"RON",FALSE,FALSE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Suită Novation cu o canapea
","50 m²",2,1542,"RON",TRUE,FALSE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Suită Novation cu o canapea
","50 m²",2,1800,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Novotel Bucharest City Centre",4,"
Suită Novation cu o canapea
","50 m²",2,1977,"RON",TRUE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Elizeu Hotel",3,"
Cameră dublă standard
","18 m²",2,444,"RON",FALSE,TRUE,"la 2,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Elizeu Hotel",3,"
Cameră dublă standard
","18 m²",2,542,"RON",TRUE,TRUE,"la 2,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Elizeu Hotel",3,"
Cameră twin standard
","18 m²",2,444,"RON",FALSE,TRUE,"la 2,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Elizeu Hotel",3,"
Cameră twin standard
","18 m²",2,542,"RON",TRUE,TRUE,"la 2,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Elizeu Hotel",3,"
Cameră dublă
","18 m²",2,492,"RON",FALSE,TRUE,"la 2,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Elizeu Hotel",3,"
Cameră dublă
","18 m²",2,592,"RON",TRUE,TRUE,"la 2,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Elizeu Hotel",3,"
Cameră twin
","18 m²",2,492,"RON",FALSE,TRUE,"la 2,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Elizeu Hotel",3,"
Cameră twin
","18 m²",2,592,"RON",TRUE,TRUE,"la 2,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Elizeu Hotel",3,"
Cameră triplă economică
","21 m²",2,502,"RON",FALSE,TRUE,"la 2,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Elizeu Hotel",3,"
Cameră triplă
","21 m²",2,552,"RON",FALSE,TRUE,"la 2,8 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Ancor",3,"
Cameră dublă Business
","25 m²",2,500,"RON",FALSE,TRUE,"la 9,1 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hotel Ancor",3,"
Cameră twin Business
","25 m²",2,500,"RON",FALSE,TRUE,"la 9,1 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Sarroglia Hotel
",4,"
Cameră dublă sau twin
","28 m²",2,844,"RON",TRUE,TRUE,"la 1,3 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Sarroglia Hotel
",4,"
Cameră dublă superioară
","38 m²",2,944,"RON",TRUE,TRUE,"la 1,3 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Sarroglia Hotel
",4,"
Suită Junior
","46 m²",2,1045,"RON",TRUE,TRUE,"la 1,3 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Sarroglia Hotel
",4,"
Suită Executive
","56 m²",2,1296,"RON",TRUE,TRUE,"la 1,3 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Capital Plaza Hotel
",4,"
Cameră dublă/twin standard
","17 m²",2,700,"RON",FALSE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Capital Plaza Hotel
",4,"
Cameră dublă/twin standard
","17 m²",2,800,"RON",TRUE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Capital Plaza Hotel
",4,"
Cameră dublă superioară
","20 m²",2,800,"RON",FALSE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Capital Plaza Hotel
",4,"
Cameră dublă superioară
","20 m²",2,900,"RON",TRUE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Capital Plaza Hotel
",4,"
Cameră dublă Executive
","30 m²",2,900,"RON",FALSE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Capital Plaza Hotel
",4,"
Cameră dublă Executive
","30 m²",2,1000,"RON",TRUE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Capital Plaza Hotel
",4,"
Suită
","34 m²",2,1000,"RON",FALSE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Capital Plaza Hotel
",4,"
Suită
","34 m²",2,1100,"RON",TRUE,TRUE,"la 2,2 km de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Bucur Accommodation
",3,"
Cameră dublă King cu balcon (include zonă de fumat)
","26 m²",2,641,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Bucur Accommodation
",3,"
Cameră dublă superioară fără balcon - zonă de nefumători
","32 m²",2,717,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"
Bucur Accommodation
",3,"
Cameră dublă superioară cu balcon (include zonă de fumat)
","32 m²",2,737,"RON",FALSE,TRUE,"la 450 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hilton Garden Inn Bucharest Old Town",4,"
Cameră Queen
","23 m²",2,905,"RON",FALSE,FALSE,"la 50 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hilton Garden Inn Bucharest Old Town",4,"
Cameră Queen
","23 m²",2,984,"RON",FALSE,TRUE,"la 50 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hilton Garden Inn Bucharest Old Town",4,"
Cameră Queen
","23 m²",2,1014,"RON",FALSE,TRUE,"la 50 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hilton Garden Inn Bucharest Old Town",4,"
Cameră Queen
","23 m²",2,1103,"RON",TRUE,FALSE,"la 50 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
"Hilton Garden Inn Bucharest Old Town",4,"
Cameră Queen
","23 m²",2,1182,"RON",TRUE,TRUE,"la 50 m de centru","Bucuresti","2022-11-11","2022-11-13","2",2022-09-18
